Code,Description
11153,"Carson City, NV: Carson"
11154,"Cape Spencer, AK: Cape Spencer C.G. Helipad"
11155,"Casuarito, Colombia: Casuarito Airport"
11156,"Cassilandia, Brazil: Cassilandia Airport"
11157,"Castaway, Fiji: Castaway Airport"
11158,"Cape Sabine, AK: Cape Sabine Airport"
11159,"Crossville, TN: Crossville Memorial-Whitson Field"
11160,"Changsha, China: Huanghua"
11161,"Catania, Italy: Catania-Fontanarossa"
11162,"Cut Bank, MT: Cut Bank International"
11163,"Catamarca, Argentina: Catamarca Aeroclub"
11164,"Cartagena, Colombia: Rafael Nunez"
11165,"Coatesville, PA: Chester County G. O. Carlson"
11166,"Charleville, Australia: Charleville Airport"
11167,"Chetumal, Mexico: Chetumal International"
11168,"Cooktown, Australia: Cooktown Airport"
11169,"Calverton, NY: Calverton Executive Airpark"
11170,"Sapporo, Japan: New Chitose"
11171,"Le Castellet, France: Le Castellet Airport"
11172,"Chengdu, China: Shuangliu"
11173,"Cottonwood, AZ: Cottonwood Airport"
11174,"Cortland, NY: Cortland County Chase Field"
11175,"Cross City, FL: Cross City Airport"
11176,"Columbia, SC: Jim Hamilton L. B. Owens"
11177,"Cucuta, Colombia: Camilo Daza"
11178,"Cuenca, Ecuador: Cuenca Airport"
11179,"Cuneo, Italy: Levaldigi"
11180,"Culiacan, Mexico: Culiacan International"
11181,"Cumana, Venezuela: Cumana Airport"
11183,"Carupano, Venezuela: General Jose Francisco Bermudez"
11184,"Coen, Australia: Coen Airport"
11185,"Willemstad, Curacao: Hato"
11186,"Cutral-Co, Argentina: Cutral-Co Airport"
11187,"Chihuahua, Mexico: General Roberto Fierro Villalobos International"
11188,"Cube Cove, AK: Cube Cove Airport"
11189,"Cue, Australia: Cue Airport"
11190,"Cusco, Peru: Teniente Alejandro Velasco Astete International"
11191,"Pittsburgh, PA: Civic Arena H/P"
11192,"Courchevel, France: Courchevel Airport"
11193,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
11194,"Cuernavaca, Mexico: General Mariano Matamoros"
11195,"Cape Vogel, Papua New Guinea: Cape Vogel Airport"
11196,"Ciudad Victoria, Mexico: General Pedro Jose Mendez International"
11197,"Clovis, NM: Clovis Municipal"
11198,"Corvallis, OR: Corvallis Municipal"
11199,"Carnarvon, Australia: Carnarvon Airport"
11200,"Clovis, NM: Cannon AFB"
11201,"Coventry, United Kingdom: Coventry Airport"
11202,"Charlevoix, MI: Charlevoix Municipal"
11203,"Mosinee, WI: Central Wisconsin"
11204,"Curitiba, Brazil: Afonso Pena"
11207,"Clinton, IA: Clinton Municipal"
11208,"Cardiff, United Kingdom: Cardiff Airport"
11209,"Center Island, WA: Center Island Airport"
11210,"Cowra, Australia: Cowra Airport"
11211,"Caicara, Venezuela: Caicara Venez."
11212,"Cox's Bazar, Bangladesh: Cox's Bazar Airport"
11213,"Chitina, AK: Chitina Airport"
11214,"Coldfoot, AK: Coldfoot Airport"
11215,"Vancouver, Canada: Coal Harbour Seaplane Base"
11216,"Christmas Island, Kiribati: Christmas Island Airport"
11217,"Caxias Do Sul, Brazil: Campo Dos Bugres"
11218,"Calexico, CA: Calexico International"
11219,"Conroe, TX: Lone Star Executive"
11220,"Cilacap, Indonesia: Tunggul Wulung"
11222,"Charters Towers, Australia: Charters Towers Airport"
11223,"Cat Cay, The Bahamas: Cat Cay Airport"
11224,"Les Cayes, Haiti: Cayes"
11225,"Cayman Brac, Cayman Islands: Charles Kirkconnell International"
11226,"Caye Chapel, Belize: Caye Chapel Airport"
11227,"Chefornak, AK: Chefornak Airport"
11229,"Chiayi, Taiwan: Chiayi Airport"
11230,"Chatham, AK: Chatham Airport"
11231,"Calbayog, Philippines: Calbayog Airport"
11232,"Colonia, Uruguay: Laguna de Los Patos International"
11233,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field"
11234,"Cape Yakataga, AK: Yakataga"
11235,"Cauayan, Philippines: Cauayan Airport"
11236,"Chichen Itza, Mexico: Chichen Itza International"
11237,"Cruz Alta, Brazil: Cruz Alta Airport"
11238,"Copper Center, AK: Copper Center 2"
11240,"Coro, Venezuela: Jose Leonardo Chirinos"
11241,"Cape Romanzof, AK: Cape Romanzof LRRS"
11242,"Corozal, Belize: Corozal Airport"
11243,"Constantine, Algeria: Constantine/Ain El Bey"
11244,"Cozumel, Mexico: Cozumel International"
11245,"Chisana, AK: Chisana Airport"
11246,"Chistochina, AK: Chistochina Airport"
11247,"Cape Pole, AK: Cape Pole Airport"
11248,"Cruzeiro Do Sul, Brazil: Cruzeiro Do Sul Airport"
11249,"Corozal, Colombia: Las Brujas"
11250,"Czestochowa, Poland: Rudniki"
11251,"Changzhou, China: Benniu"
11252,"Daytona Beach, FL: Daytona Beach International"
11253,"Dhaka, Bangladesh: Hazrat Shahjalal International"
11254,"Danang, Vietnam: Danang International"
11255,"Daet, Philippines: Daet Airport"
11256,"Daup, Papua New Guinea: Daup Airport"
11257,"Daggett, CA: Barstow/Daggett"
11258,"Dakhla Oasis, Egypt: Dakhla"
11259,"Dallas, TX: Dallas Love Field"
11260,"Damascus, Syria: Damascus International"
11261,"Danville, VA: Danville Regional"
11262,"Dar Es Salaam, Tanzania: Julius Nyerere International"
11263,"Datong, China: Datong Airport"
11264,"Daru, Papua New Guinea: Daru Airport"
11265,"David, Panama: Enrique Malek International"
11266,"Daxian, China: Daxian Airport"
11267,"Dayton, OH: James M Cox/Dayton International"
11269,"Dabaa City, Egypt: Al Alamain International"
11271,"Debra Marcos, Ethiopia: Debre Marcos"
11272,"Dublin, GA: W H Bud Barron"
11273,"Dubbo, Australia: Dubbo Airport"
11274,"Dubuque, IA: Dubuque Regional"
11275,"Debra Tabor, Ethiopia: Debre Tabor"
11276,"Dubrovnik, Croatia: Dubrovnik Airport"
11277,"Dalby, Australia: Dalby Airport"
11278,"Washington, DC: Ronald Reagan Washington National"
11279,"Roseau, Dominica: Canefield"
11280,"Dahl Creek, AK: Dahl Creek Airport"
11281,"Finningley, United Kingdom: RAF Finningley"
11282,"Decatur, AL: Pryor Field Regional"
11283,"Dodge City, KS: Dodge City Regional"
11284,"Dorado, PR: Dorado Airport"
11285,"Zweibrucken, Germany: Zweibrucken Airport"
11286,"Dera Ghazi Khan, Pakistan: Dera Ghazi Khan International"
11287,"Debrecen, Hungary: Debrecen Airport"
11288,"Decatur, IL: Decatur Airport"
11289,"Decorah, IA: Decorah Municipal"
11290,"Delhi, India: Indira Gandhi International"
11291,"Dembi Dollo, Ethiopia: Dembi Dollo Airport"
11292,"Denver, CO: Denver International"
11294,"Desroches, Seychelles: Desroches Airport"
11295,"Detroit, MI: Coleman A. Young Municipal"
11296,"Deir Ezzor, Syria: Al Jafrah/Deir Ezzor"
11297,"Defiance, OH: Defiance Memorial"
11298,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
11299,"Danger Bay, AK: Danger Bay Airport"
11301,"Durango, Mexico: Durango International"
11302,"Dumaguete, Philippines: Dumaguete Airport"
11303,"Douglas, WY: Converse County"
11304,"Dhahran, Saudi Arabia: King Abdulaziz AB"
11306,"Dhangadhi, Nepal: Dhangadhi Airport"
11307,"Dhala, Yemen: Dhala Airport"
11308,"Dothan, AL: Dothan Regional"
11309,"Dalhart, TX: Dalhart Municipal"
11311,"Dibrugarh, India: Dibrugarh Airport"
11312,"Antsiranana, Madagascar: Arrachart"
11313,"Shangri-La, China: Zhongdian"
11314,"Dijon, France: Dijon Longvic"
11315,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional"
11316,"Dili, Timor-Leste: Presidente Nicolau Lobato International"
11317,"Diomede Island, AK: Diomede Heliport"
11318,"Dire Dawa, Ethiopia: Aba Tenna Dejazmatch Yilma"
11319,"Dolisie, Congo (Brazaville): Dolisie Airport"
11320,"Diu, India: Diu Airport"
11321,"Divo, Cote d'Ivoire: Divo Airport"
11322,"Diyarbakir, Turkey: Diyarbakir Airport"
11323,"Jambi, Indonesia: Paalmerah"
11324,"Djerba, Tunisia: Djerba Airport"
11325,"Djanet, Algeria: Tiska"
11326,"Jayapura, Indonesia: Sentani"
11327,"Delta Junction, AK: Delta Junction Airport"
11328,"Daloa, Cote d'Ivoire: Daloa Airport"
11329,"Kolding Vamdrup, Denmark: Kolding Vamdrup Airport"
11330,"Dunk Island, Australia: Kyboola"
11331,"Dunkirk, NY: Chautauqua County/Dunkirk"
11332,"Dakar, Senegal: Leopold Sedar Senghor International"
11333,"Douala, Cameroon: Douala Airport"
11334,"Dalian, China: Zhoushuizi"
11335,"Del Rio, TX: Laughlin AFB"
11336,"Dillingham, AK: Dillingham Airport"
11337,"Duluth, MN: Duluth International"
11338,"Dalat, Vietnam: Lienkhang"
11339,"Dillon, SC: Dillon County"
11340,"Dalaman, Turkey: Dalaman Airport"
11341,"Dolomi, AK: Dolomi Airport"
11342,"The Dalles, OR: Columbia Gorge Regional/The Dalles Municipal"
11343,"Dali City, China: Xiaguan"
11344,"Tucson, AZ: Davis Monthan AFB"
11345,"Moscow, Russia: Domodedovo"
11348,"Deming, NM: Deming Municipal"
11349,"Sedalia, MO: Sedalia Regional"
11350,"Dimapur, India: Manipur Road"
11351,"Okinawa, Japan: Kadena AB"
11352,"Dunbar, Australia: Dunbar Airport"
11353,"Duncan Canal, AK: Duncan Canal Airport"
11354,"Dundee, United Kingdom: Dundee Airport"
11355,"Dallas/Fort Worth, TX: Dallas North"
11357,"Dnipropetrovsk, Ukraine: Dnipropetrovsk International"
11358,"Augusta, GA: Daniel Field"
11359,"Dalton, GA: Dalton Municipal"
11360,"Dianopolis, Brazil: Dianopolis Airport"
11361,"Deniliquin, Australia: Deniliquin Airport"
11362,"Dinard, France: Dinard Pleurtuit St Malo"
11363,"Danville, IL: Vermilion Regional"
11365,"Denizli, Turkey: Cardak"
11366,"Dodoma, Tanzania: Dodoma Airport"
11367,"Dora Bay, AK: Dora Bay Airport"
11368,"Dongola, Sudan: Dongola Airport"
11369,"Doha, Qatar: Doha International"
11370,"Donetsk, Ukraine: Donetsk International"
11371,"Deauville, France: Deauville Normandie"
11372,"Marigot, Dominica: Douglas Charles"
11373,"Dos Lagunas, Guatemala: Dos Lagunas Airport"
11374,"Dourados, Brazil: Dourados Airport"
11375,"Dover, DE: Dover AFB"
11376,"Chicago, IL: Du Page County"
11377,"Dugway, UT: Michael AAF"
11378,"Dipolog, Philippines: Dipolog Airport"
11379,"Devonport, Australia: Devonport Airport"
11380,"Denpasar, Indonesia: Gusti Ngurah Rai International"
11381,"Deadhorse, AK: Badami"
11382,"Montijo, Portugal: Montijo Airport"
11383,"Sebastian, FL: Sebastian Municipal"
11384,"Soda Springs, ID: Allen H Tigert"
11385,"Holtville, CA: Holtville Airport"
11387,"Springfield, TN: Springfield Robertson County"
11388,"Alpine, AK: Alpine Airstrip"
11389,"Colusa, CA: Colusa County"
11390,"Killdeer, ND: Dunn County Weydahl Field"
11391,"Fort Drum, NY: Wheeler-Sack AAF"
11392,"Anchorage, AK: Lake Hood Strip"
11394,"New Smyrna Beach, FL: New Smyrna Beach Municipal"
11395,"Delhi, LA: Delhi Municipal"
11396,"Georgetown, KY: Marshall Field"
11397,"Cozad, NE: Cozad Municipal"
11398,"Peach Springs, AZ: Grand Canyon West"
11399,"Whitmore, AZ: Grand Canyon Bar Ten Airstrip"
11400,"Boscombe, United Kingdom: Boscombe Down"
11401,"Ketchikan, AK: Neets Bay"
11402,"Haines, AK: Glacier Point"
11403,"Peach Springs, AZ: Hualapai"
11404,"Tsui River, AK: Tsui River Airport"
11405,"Cape Canaveral, FL: Cape Canaveral AFS Skid Strip"
11406,"Platinum, AK: Platinum Mine"
11407,"Mercury, NV: Desert Rock"
11408,"Derby, Australia: Derby Airport"
11409,"Drummond Island, MI: Drummond Island Airport"
11410,"Drift River, AK: Drift River Airport"
11411,"Deering, AK: Deering Airport"
11412,"Dirranbandi, Australia: Dirranbandi Airport"
11413,"Durango, CO: Durango La Plata County"
11414,"Dresden, Germany: Dresden Airport"
11415,"Del Rio, TX: Del Rio International"
11416,"Drummond, MT: Drummond Airport"
11417,"Darwin, Australia: Darwin International"
11418,"Finningley, United Kingdom: Doncaster Sheffield"
11419,"La Desirade, Guadeloupe: La Desirade Airport"
11420,"Dessie, Ethiopia: Dessie/Combolcha"
11421,"Destin, FL: Destin Executive"
11422,"Dera Ismail Khan, Pakistan: D. I. Khan"
11423,"Des Moines, IA: Des Moines International"
11424,"Delta, UT: Delta Municipal"
11425,"Death Valley, CA: Furnace Creek"
11427,"Detroit Lakes, MN: Detroit Lakes-Wething Field"
11428,"Dortmund, Germany: Dortmund Airport"
11429,"Shreveport, LA: Shreveport Downtown"
11430,"Denton, TX: Denton Municipal"
11431,"Decatur Island, WA: Decatur"
11432,"Detroit, MI: Detroit Metropolitan Area"
11433,"Detroit, MI: Detroit Metro Wayne County"
11434,"Durant, OK: Eaker Field"
11435,"Dublin, Ireland: Dublin Airport"
11436,"Duncan, OK: Halliburton Field"
11437,"Dunedin, New Zealand: Dunedin Airport"
11438,"Dundo, Angola: Dundo Airport"
11439,"Duck, NC: Pine Island"
11440,"Douglas, AZ: Bisbee Douglas International"
11441,"DuBois, PA: DuBois Regional"
11442,"Duncan/Quamichan Lake, Canada: Duncan"
11443,"Durban, South Africa: Louis Botha"
11444,"Dusseldorf, Germany: Dusseldorf Airport"
11445,"Unalaska, AK: Unalaska Airport"
11446,"Diavik, Canada: Diavik Airport"
11447,"Devils Lake, ND: Devils Lake Regional"
11448,"Davenport, IA: Davenport Municipal"
11449,"Davao, Philippines: Francisco Bangoy International"
11450,"Phoenix, AZ: Phoenix - Deer Valley"
11452,"Davis/Woodland/Winters, CA: Yolo County"
11453,"Houston, TX: David Wayne Hooks Memorial"
11454,"Orlando, FL: Walt Disney World"
11455,"Dubai, United Arab Emirates: Dubai International"
11456,"Danbury, CT: Danbury Municipal"
11457,"Dayong, China: Hehua"
11458,"Anadyr, Russia: Anadyr Airport"
11459,"Abilene, TX: Dyess AFB"
11460,"Dushanbe, Tajikistan: Dushanbe Airport"
11461,"Dzaoudzi, Mayotte: Dzaoudzi-Pamandzi"
11462,"Durazno, Uruguay: Durazno Airport"
11463,"Eagle, AK: Eagle Airport"
11464,"Noatak, AK: Eagle Creek Strip"
11466,"Nejran, Saudi Arabia: Nejran Airport"
11467,"Wheatland, WY: Phifer Airfield"
11468,"Kearney, NE: Kearney Regional"
11469,"San Sebastian, Spain: San Sebastian Airport"
11470,"Wenatchee, WA: Pangborn Memorial"
11471,"Eau Claire, WI: Chippewa Valley Regional"
11472,"Elba Island, Italy: Marina Di Campo"
11473,"Entebbe/Kampala, Uganda: Entebbe International"
11474,"El Obeid, Sudan: El Obeid Airport"
11475,"Esbjerg, Denmark: Esbjerg Airport"
11476,"Erbil, Iraq: Erbil International"
11477,"St. Etienne, France: Saint Etienne Boutheon"
11478,"East Tawas, MI: Iosco County"
11479,"Elizabeth City, NC: Elizabeth City CGAS/Regional"
11480,"Ercan, Cyprus: Ercan Airport"
11481,"Panama City, FL: Northwest Florida Beaches International"
11482,"Newcastle, WY: Mondell Field"
11483,"Rocksprings, TX: Edwards County"
11484,"Edna Bay, AK: Edna Bay Airport"
11486,"Edenton, NC: Northeastern Regional"
11487,"Anchorage, AK: Elmendorf AFB"
11488,"Edinburgh, United Kingdom: Edinburgh Airport"
11489,"Eldoret, Kenya: Eldoret Airport"
11490,"Edwards, CA: Edwards AFB"
11491,"Needles, CA: Needles Airport"
11492,"Eek, AK: Eek Airport"
11493,"Keene, NH: Dillant Hopkins"
11494,"Eight Fathom Bight, AK: Eight Fathom Bight Airport"
11495,"Houston, TX: Ellington"
11496,"Newport, VT: Newport State"
11497,"Kefallinia Island, Greece: Argostolion"
11498,"Cairo, Egypt: Cairo West"
11499,"Jiyanklis, Egypt: Jiyanklis AB"
11500,"Beni Suef, Egypt: Beni Suef Airport"
11501,"Chenega, AK: Chenega Airport"
11502,"Bergerac, France: Bergerac Roumaniere"
11503,"Eagle, CO: Eagle County Regional"
11504,"Crestview, FL: Duke Field"
11505,"Geneina, Sudan: Geneina Airport"
11506,"Eagle Pass, TX: Eagle Pass Municipal"
11507,"Egilsstadir, Iceland: Egilsstadir Airport"
11508,"Wellington, KS: Wellington Municipal"
11510,"Eagle River, WI: Eagle River Union"
11511,"Egegik, AK: Egegik Airport"
11512,"Cape Newenham, AK: Cape Newenham LRRS"
11513,"Eagle Harbor, AK: Eagle Harbor Airport"
11514,"East Hartford, CT: Rentschler Heliport"
11515,"Eia, Papua New Guinea: Eia Airport"
11516,"Eisenach, Germany: Eisenach Kindel"
11517,"Fairbanks, AK: Eielson AFB"
11518,"Eindhoven, Netherlands: Eindhoven Airport"
11519,"Road Town, British Virgin Islands: Terrance B. Lettsome"
11520,"Barrancabermeja, Colombia: Yariguies"
11521,"Wedjh, Saudi Arabia: Wedjh Airport"
11522,"Eureka, CA: Murray Field"
11523,"Elkhart, IN: Elkhart Municipal"
11524,"Elkins, WV: Elkins-Randolph County-Jennings Randolph Field"
11525,"Elko, NV: Elko Regional"
11526,"Elizabethtown, KY: Addington Field"
11527,"Bessemer, AL: Bessemer Airport"
11528,"Eagle Lake, TX: Eagle Lake Airport"
11529,"El Banco, Colombia: El Banco Airport"
11530,"Elcho Island, Australia: Elcho Island Airport"
11531,"El Dorado, AR: South Arkansas Regional at Goodwin Field"
11532,"El Fasher, Sudan: El Fasher Airport"
11533,"El Golea, Algeria: El Golea Airport"
11534,"North Eleuthera, The Bahamas: North Eleuthera Airport"
11535,"Elim, AK: Elim Airport"
11536,"El Recreo, Colombia: El Recreo Airport"
11537,"Elmira/Corning, NY: Elmira/Corning Regional"
11538,"Ellensburg, WA: Bowers Field"
11540,"El Paso, TX: El Paso International"
11541,"Gassim, Saudi Arabia: Prince Nayef Bin Abdulaziz"
11543,"East London, South Africa: East London Airport"
11544,"El Tor, Egypt: El Tor Airport"
11545,"Elfin Cove, AK: Elfin Cove Seaplane Base"
11546,"Ellamar, AK: Ellamar Seaplane Base"
11547,"Ely, NV: Ely Airport/Yelland Field"
11548,"Derby, United Kingdom: East Midlands"
11549,"Emerald, Australia: Emerald Airport"
11550,"Emmonak, AK: Emmonak Airport"
11551,"Kemmerer, WY: Kemmerer Municipal"
11552,"Nema, Mauritania: Nema Airport"
11553,"Emporia, KS: Emporia Municipal"
11554,"El Monte, CA: El Monte Airport"
11555,"Kenai, AK: Kenai Municipal"
11556,"Nancy, France: Nancy Essey"
11557,"Enid, OK: Vance AFB"
11558,"Centralia, IL: Centralia Municipal"
11559,"Nenana, AK: Nenana Municipal"
11560,"Comayagua, Honduras: Coronel Enrique Soto Cano AB"
11561,"Enschede, Netherlands: Twenthe"
11562,"Enugu, Nigeria: Enugu Airport"
11563,"Wendover, UT: Wendover Airport"
11564,"Kenosha, WI: Kenosha Regional"
11565,"Medellin, Colombia: Olaya Herrera"
11566,"Keokuk, IA: Keokuk Municipal"
11567,"Ephrata/Moses Lake, WA: Ephrata Municipal"
11569,"Epinal, France: Epinal Mirecourt"
11570,"Epena, Congo (Brazaville): Epena Airport"
11571,"Esperance, Australia: Esperance Airport"
11572,"Esquel, Argentina: Esquel Airport"
11573,"Erigavo, Somalia: Erigavo Airport"
11574,"Erzincan, Turkey: Erzincan Airport"
11575,"Berdyansk, Ukraine: Berdyansk Airport"
11576,"Erfurt, Germany: Erfurt Weimar"
11577,"Erie, PA: Erie International/Tom Ridge Field"
11578,"Erechim, Brazil: Erechim Airport"
11579,"Eirunepe, Brazil: Eirunepe Airport"
11580,"Windhoek, Namibia: Eros"
11581,"Erdenet, Mongolia: Erdenet Airport"
11582,"Kerrville, TX: Kerrville Municipal/Louis Schreiner Field"
11583,"Erzurum, Turkey: Erzurum Airport"
11584,"Madrid, Spain: Getafe"
11585,"Esa'ala, Papua New Guinea: Esa'ala Airport"
11586,"Ankara, Turkey: Esenboga"
11587,"Escanaba, MI: Delta County"
11588,"Eastsound, WA: Orcas Island"
11589,"Ensenada, Mexico: General Alberto L. Salinas Carranza"
11590,"Alexandria, LA: Esler Regional"
11591,"Esmeraldas, Ecuador: Coronel Carlos Concha Torres"
11592,"Easton, MD: Easton/Newnam Field"
11593,"Stroudsburg, PA: Stroudsburg Pocono"
11594,"El Salvador, Chile: Ricardo Garcia Posada"
11595,"Essen, Germany: Essen Mulheim"
11596,"Eilat, Israel: Eilat Airport"
11597,"Eastland, TX: Eastland Municipal"
11598,"Enterprise, AL: Enterprise Municipal"
11599,"Metz/Nancy, France: Metz Nancy Lorraine"
11600,"Eua, Tonga: Eua Airport"
11601,"Eureka, NV: Eureka Airport"
11602,"Eufaula, AL: Weedon Field"
11603,"Eugene, OR: Mahlon Sweet Field"
11604,"Laayoune, Morocco: Hassan I International"
11605,"St. Eustatius, Bonaire, Sint Eustatius, and Saba: F.D. Roosevelt"
11606,"Eva Creek, AK: Eva Creek Airport"
11607,"Evenes, Norway: Evenes Airport"
11608,"Sveg, Sweden: Sveg Airport"
11609,"Eveleth, MN: Eveleth Virginia Municipal"
11610,"Yerevan, Armenia: Zvartnots"
11612,"Evansville, IN: Evansville Regional"
11613,"Evanston, WY: Evanston-Uinta County Burns Field"
11614,"Evreux, France: Evreux Fauville"
11615,"New Bedford/Fall River, MA: New Bedford Regional"
11616,"Newton, KS: Newton City County"
11617,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional"
11618,"Newark, NJ: Newark Liberty International"
11619,"Excursion Inlet, AK: Excursion Inlet Seaplane Base"
11620,"Exeter, United Kingdom: Exeter Airport"
11621,"George Town, The Bahamas: George Town Airport"
11622,"Yelimane, Mali: Yelimane Airport"
11623,"El Yopal, Colombia: El Yopal Airport"
11624,"Key West, FL: Key West International"
11625,"Ezeiza, Argentina: Ministro Pistarini"
11626,"Elazig, Turkey: Elazig Airport"
11627,"Murrieta/Temecula, CA: French Valley"
11628,"Farnborough, United Kingdom: Farnborough Airport"
11629,"Sorvagur, Denmark: Vagar"
11630,"Fairbanks, AK: Fairbanks International"
11631,"Fajardo, PR: Diego Jimenez Torres"
11632,"False Island, AK: False Island Airport"
11633,"Roma, TX: Falcon State Park"
11634,"Farmington, MO: Farmington Regional"
11635,"Farsund, Norway: Lista"
11636,"Faro, Portugal: Faro Airport"
11637,"Fargo, ND: Hector International"
11638,"Fresno, CA: Fresno Yosemite International"
11639,"Fairmount Island, AK: Fairmount Island Airport"
11640,"Fakarava, French Polynesia: Fakarava Airport"
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field"
11642,"Fort Bragg, NC: Simmons AAF"
11643,"Fairbanks, AK: Ladd AAF"
11644,"Lubumbashi, Congo (Kinshasa): Lubumbashi International"
11645,"Fort Bridger, WY: Fort Bridger Airport"
11646,"Friday Harbor, WA: Friday Harbor Seaplane Base"
11647,"Oslo, Norway: Fornebu"
11648,"Kalispell, MT: Glacier Park International"
11649,"Fresno, CA: Fresno Chandler Executive"
11650,"Minneapolis, MN: Flying Cloud"
11651,"Rome, Italy: Fiumicino"
11652,"Colorado Springs, CO: Butts AAF"
11653,"Forde, Norway: Forde Airport"
11654,"Fort de France, Martinique: Martinique Aime Cesaire"
11655,"Friedrichshafen, Germany: Friedrichshafen Airport"
11656,"Frederick, MD: Frederick Municipal"
11657,"Frederick, OK: Frederick Regional"
11658,"Bandundu, Congo (Kinshasa): Bandundu Airport"
11659,"Findlay, OH: Findlay Airport"
11660,"Fergana, Uzbekistan: Fergana Airport"
11661,"Fernando de Noronha, Brazil: Fernando de Noronha Airport"
11662,"Freeport, IL: Albertus"
11663,"Fremont, NE: Fremont Municipal"
11664,"Cheyenne, WY: Francis E. Warren AFB Heliport"
11665,"Fez, Morocco: Saiss International"
11666,"Fairford, United Kingdom: RAF Fairford"
11667,"Fergus Falls, MN: Fergus Falls Municipal-Einar Mickelson Field"
11668,"Dayton, OH: Wright-Patterson AFB"
11669,"Frankfort, KY: Capital City"
11670,"Fderik, Mauritania: Fderik Airport"
11671,"Apia, Samoa: Fagali I"
11673,"Fort Huachuca, AZ: Sierra Vista Municipal-Libby AAF"
11674,"Fire Cove, AK: Fire Cove Airport"
11675,"Fishers Island, NY: Elizabeth Field"
11676,"Kinshasa, Congo (Kinshasa): N'Djili International"
11677,"Fillmore, UT: Fillmore Municipal"
11678,"Finschhafen, Papua New Guinea: Finschhafen Airport"
11679,"Fitzroy Crossing, Australia: Fitzroy Crossing Airport"
11680,"Al-Fujairah, United Arab Emirates: Fujairah International"
11681,"Karlsruhe/Baden-Baden, Germany: Karlsruhe/Baden-Baden Airport"
11682,"Kisangani, Congo (Kinshasa): Bangoka International"
11683,"Fukui, Japan: Fukui Airport"
11684,"Franklin/Oil City, PA: Venango Regional"
11685,"Fukushima, Japan: Fukushima Airport"
11686,"Zephyrhills, FL: Zephyrhills Municipal"
11687,"Valkaria, FL: Valkaria Airport"
11688,"Chipley, FL: Vosikas"
11689,"Bunnell, FL: Flagler County"
11690,"Williston, FL: Williston Municipal"
11691,"Florencia, Colombia: Gustavo Artunduaga Paredes"
11692,"Floriano, Brazil: Floriano Airport"
11693,"Fond Du Lac, WI: Fond Du Lac County"
11694,"Flensburg, Germany: Flensburg Schaferhaus"
11695,"Flagstaff, AZ: Flagstaff Pulliam"
11696,"Falls Bay, AK: Falls Bay Airport"
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
11698,"Florianopolis, Brazil: Hercilio Luz International"
11699,"Florence, SC: Florence Regional"
11700,"Florence, Italy: Firenze"
11701,"Flinders Island, Australia: Flinders Island Airport"
11702,"Flat, AK: Flat Airport"
11703,"New York, NY: Flushing"
11704,"Leavenworth, KS: Sherman AAF"
11705,"Santa Cruz das Flores, Portugal: Flores"
11706,"Fallon, NV: Fallon Municipal"
11707,"Formosa, Argentina: Formosa Airport"
11708,"Five Mile Camp, AK: Five Mile Camp Airport"
11709,"Falmouth, MA: Cape Cod CGAS"
11710,"Kalemie, Congo (Kinshasa): Kalemie Airport"
11711,"Farmington, NM: Four Corners Regional"
11712,"Greven, Germany: Munster/Osnabruck"
11713,"Fort Madison, IA: Fort Madison Municipal"
11714,"Fort Myers, FL: Page Field"
11715,"Freetown, Sierra Leone: Freetown Lungi"
11716,"Funchal, Portugal: Madeira"
11717,"Nimes, France: Nimes Garons"
11718,"Pyongyang, North Korea: Pyongyang International"
11719,"Fort Collins/Loveland, CO: Fort Collins-Loveland Municipal"
11720,"Funter Bay Alaska, AK: Funter Bay"
11721,"Flint, MI: Bishop International"
11723,"Fort Bragg, CA: Fort Bragg Airport"
11724,"Fuzhou, China: Changle"
11725,"Fort Dodge, IA: Fort Dodge Regional"
11726,"Topeka, KS: Forbes Field"
11727,"Foggia, Italy: Foggia Airport"
11728,"Westhampton, NY: Francis S. Gabreski"
11730,"Fortaleza, Brazil: Pinto Martins International"
11731,"Freeport, The Bahamas: Grand Bahama International"
11732,"Fort Pierce, FL: St. Lucie County International"
11733,"Perry, FL: Perry-Foley"
11734,"Patching Lake, AK: Patching Lake Airport"
11735,"Ventura, CA: San Nicolas Island NOLF"
11736,"Kodiak, AK: Lilly Lake"
11737,"Katmai National Park, AK: Trident Volcano"
11738,"Annex Creek, AK: Annex Creek Airport"
11739,"Davidson Creek, AK: Davidson Creek Airport"
11740,"Snettisham, AK: Snettisham Airport"
11741,"Fire Island, AK: Fire Island Airport"
11742,"Scott, KY: Georgetown Scott County - Marshall Field"
11743,"Greens Creek, AK: Greens Creek Airport"
11744,"Gull Cove, AK: Gull Cove Airport"
11745,"Flora, IL: Flora Municipal"
11747,"Karta Lake, AK: Karta Lake Airport"
11748,"Manzanita Lake, AK: Manzanita Lake Airport"
11749,"Shrimp Bay, AK: Shrimp Bay Airport"
11750,"Dry Bay, AK: Dry Bay Airport"
